title,release_date,genre,duration,director,producers,cast,age_limit,nationality,distributor,box_office_title,box_office_date,box_office_first_week,box_office_second_week,press_eval,viewers_eval,views
Infinitely Polar Bear,8 juillet 2015,"Drame, Comédie",1h 32min,Maya Forbes,Maya Forbes,"Mark Ruffalo, Zoe Saldana, Imogene Wolodarsky",None,U.S.A.,Bac Films,Box Office France,"['08 au 15 juillet 2015', '15 au 22 juillet 2015']",31 001,14 147,"3,5","3,5",209895
Come As You Are,2 juin 2021,Comédie,1h 47min,Richard Wong,Erik Linthorst,"Grant Rosenmeyer, Hayden Szeto, Ravi Patel",None,U.S.A.,Star Invest Films France,Box Office France,"['02 au 9 juin 2021', '09 au 16 juin 2021']",710,756,"3,0","3,3",121177
Unplanned,None,"Drame, Biopic",1h 49min,Chuck Konzelman,"Cary Solomon, Chuck Konzelman, Cary Solomon","Ashley Bratcher, Brooks Ryan, Robia Scott",None,U.S.A.,,Box Office US,"['29 mars 2019 au 1 avril 2019', '05 au 8 avril 2019']",6 382 298,3 280 645,"2,6",--,8043
"Noordzee, Texas",5 décembre 2012,Drame,1h 36min,Bavo Defurne,"Bavo Defurne, Yves Verbraeken","Ben Van den Heuvel, Eva Van der Gucht, Thomas Coumans",None,Belgique,Outplay Films,Box Office France,"['05 au 12 décembre 2012', '12 au 19 décembre 2012']",1 415,504,"2,7","3,8",103504
Zwei Leben,7 mai 2014,Drame,1h 37min,Judith Kaufmann,"Georg Maas, Georg Maas, Christoph Tölle","Juliane Köhler, Liv Ullmann, Sven Nordin",None,Allemagne,Dulac Distribution,Box Office France,"['07 au 14 mai 2014', '14 au 21 mai 2014']",64 354,28 020,"3,1","3,8",239930
Venise sous la neige,17 mai 2017,Comédie,1h 20min,Elliott Covrigaru,"Elliott Covrigaru, Véra Belmont","Élodie Fontan, Arthur Jugnot, Juliette Arnaud",None,France,Urban Distribution,Box Office France,"['17 au 24 mai 2017', '24 au 31 mai 2017']",13 074,4 107,"2,5","1,6",106993
Daniel & Ana,31 mars 2010,"Thriller, Drame",1h 30min,Michel Franco,Michel Franco,"Dario Yazbek Bernal, Marimar Vega, Chema Torre",None,Espagne,Chrysalis Films,Box Office France,"['31 mars au 7 avril 2010', '07 au 14 avril 2010']",3 093,659,"3,7","3,3",34909
Monsieur Lazhar,5 septembre 2012,Comédie dramatique,1h 35min,Philippe Falardeau,Philippe Falardeau,"Mohamed Fellag, Sophie Nélisse, Émilien Néron",None,Canada,UGC Distribution,Box Office France,"['05 au 12 septembre 2012', '12 au 19 septembre 2012']",61 180,42 159,"3,2","4,0",935869
L'Histoire de l'Amour,9 novembre 2016,"Drame, Romance, Fantastique",2h 15min,Radu Mihaileanu,"Radu Mihaileanu, Marcia Romano","Gemma Arterton, Elliott Gould, Mark Rendall",None,France,Wild Bunch Distribution,Box Office France,"['09 au 16 novembre 2016', '16 au 23 novembre 2016']",62 398,9 801,"2,4","3,3",537835
Another Year,22 décembre 2010,Drame,2h 09min,Mike Leigh,Mike Leigh,"Jim Broadbent, Lesley Manville, Ruth Sheen",None,Grande-Bretagne,Diaphana Distribution,Box Office France,"['22 au 29 décembre 2010', '29 décembre 2010 au 5 janvier 2011']",103 494,112 117,"3,9","3,3",459677
Angèle et Tony,26 janvier 2011,"Drame, Romance",1h 27min,Alix Delaporte,Alix Delaporte,"Clotilde Hesme, Grégory Gadebois, Evelyne Didi",None,France,Pyramide Distribution,Box Office France,"['26 janvier au 2 février 2011', '02 au 9 février 2011']",73 579,46 629,"3,3","3,4",294178
Disutorakushon beibîzu,27 juillet 2022,"Comédie, Drame, Thriller",1h 51min,Tetsuya Mariko,"Tetsuya Mariko, Kohei Kiyasu","Yûya Yagira, Masaki Suda, Nijirô Murakami",Interdit aux moins de 16 ans,Japon,Capricci Films,Box Office France,"['27 juillet au 3 août 2022', '03 au 10 août 2022']",993,531,"3,5","2,7",4475
2 automnes 3 hivers,25 décembre 2013,Comédie,1h 33min,Sébastien Betbeder,Sébastien Betbeder,"Vincent Macaigne, Maud Wyler, Bastien Bouillon",None,France,UFO Distribution,Box Office France,"['25 décembre 2013 au 1 janvier 2014', '01 au 8 janvier 2014']",15 138,12 962,"3,2","3,3",191845
Thoroughbreds,27 juin 2018,"Thriller, Drame, Comédie, Policier",1h 33min,Cory Finley,Cory Finley,"Olivia Cooke, Anya Taylor-Joy, Anton Yelchin",None,U.S.A.,Universal Pictures International France,Box Office France,"['27 juin au 4 juillet 2018', '04 au 11 juillet 2018']",222,84,"2,9",--,22007
La Repentie,17 avril 2002,Drame,2h 05min,Laetitia Masson,Laetitia Masson,"Isabelle Adjani, Sami Frey, Samy Naceri",None,France,ARP Sélection,Box Office France,['17 au 24 avril 2002'],85 238,None,"2,7","2,1",3494
Fast Food Nation,22 novembre 2006,Comédie dramatique,1h 54min,Richard Linklater,"Richard Linklater, Eric Schlosser","Glen Powell, Catalina Sandino Moreno, Greg Kinnear",None,U.S.A.,La Fabrique de Films,Box Office France,"['22 au 29 novembre 2006', '17 au 20 novembre 2006']",35 285,None,"2,6","2,5",95661
L'étrange couleur des larmes de ton corps,12 mars 2014,"Thriller, Epouvante-horreur",1h 42min,Hélène Cattet,"Bruno Forzani, Hélène Cattet, Bruno Forzani","Klaus Tange, Sam Louwyck, Ursula Bedena",Interdit aux moins de 12 ans avec avertissement,Belgique,Shellac,Box Office France,"['05 au 12 mars 2014', '12 au 19 mars 2014']",121,4 363,"3,1","2,1",145021
Elser,21 octobre 2015,"Historique, Drame",1h 54min,Oliver Hirschbiegel,"Fred Breinersdorfer, Léonie-Claire Breinersdorfer","Christian Friedel, Katharina Schüttler, Burghart Klaußner",Interdit aux moins de 12 ans,Allemagne,Dulac Distribution,Box Office France,"['21 au 28 octobre 2015', '28 octobre au 4 novembre 2015']",20 564,7 912,"3,4","3,8",311387
Métamorphoses,3 septembre 2014,Comédie dramatique,1h 42min,Christophe Honoré,Christophe Honoré,"Amira Akili, Sébastien Hirel, Mélodie Richard",None,France,Dulac Distribution,Box Office France,"['03 au 10 septembre 2014', '10 au 17 septembre 2014']",17 819,8 456,"3,2","2,2",380013
Honey 2,20 juillet 2011,"Musical, Comédie",1h 50min,Bille Woodruff,"Blayne Weaver, Alyson Fouse","Kat Graham, Seychelle Gabriel, Randy Wayne",à partir de 10 ans (children's film),U.S.A.,Universal Pictures International France,Box Office France,"['20 au 27 juillet 2011', '27 juillet au 3 août 2011']",173 868,71 836,"1,8","2,5",781668
Sous le figuier,20 mars 2013,"Comédie, Drame",1h 32min,Anne-Marie Etienne,Anne-Marie Etienne,"Gisèle Casadesus, Anne Consigny, Jonathan Zaccaï",None,France,Océan Films,Box Office France,"['20 au 27 mars 2013', '27 mars au 3 avril 2013']",67 540,46 257,"2,5","2,5",319258
Experimenter,27 janvier 2016,"Biopic, Drame, Historique",1h 42min,Michael Almereyda,Michael Almereyda,"Peter Sarsgaard, Winona Ryder, Jim Gaffigan",None,U.S.A.,Septième Factory,Box Office France,"['20 au 27 janvier 2016', '27 janvier au 3 février 2016']",1 186,3 216,"2,5","3,4",142274
Catch and Release,None,"Comédie, Romance, Drame",2h 04min,Susannah Grant,Susannah Grant,"Jennifer Garner, Timothy Olyphant, Juliette Lewis",None,U.S.A.,Gaumont Columbia Tristar Films,Box Office US,"['26 au 29 janvier 2007', '02 au 5 février 2007']",7 658 898,2 576 948,"2,8",--,32432
Pioneer,28 janvier 2015,Thriller,1h 46min,Erik Skjoldbjaerg,"Nikolaj Frobenius, Hans Gunnarsson","Aksel Hennie, Wes Bentley, Stephanie Sigman",None,Norvège,KMBO,Box Office France,"['28 janvier au 4 février 2015', '04 au 11 février 2015']",2 814,579,"2,9","2,3",269011
Think like a Man Too,None,Comédie,1h 46min,Tim Story,"Keith Merryman, David A. Newman","Regina Hall, Terrence Jenkins, Kevin Hart",None,U.S.A.,1 nomination,Box Office US,"['20 au 23 juin 2014', '04 au 7 juillet 2014']",30 000 000,4 900 000,"3,0",--,78135
You Again,None,Comédie,1h 45min,Andy Fickman,Moe Jelline,"Kristen Bell, Sigourney Weaver, Jamie Lee Curtis",None,U.S.A.,,Box Office US,"['24 au 27 septembre 2010', '01 au 4 octobre 2010']",8 300 000,5 552 000,"2,8",--,164550
Spy Kids 3D: Game Over,14 avril 2004,"Espionnage, Aventure, Comédie, Action",1h 24min,Robert Rodriguez,Robert Rodriguez,"Ricardo Montalban, Holland Taylor, Selena Gomez",à partir de 8 ans (children's film),U.S.A.,TFM Distribution,Box Office France,"['14 au 21 avril 2004', '21 au 28 avril 2004']",242 396,97 931,"2,7","1,5",34070
Captive,19 septembre 2012,"Drame, Action",2h 02min,Brillante Mendoza,"Brillante Mendoza, Patrick Bancarel","Isabelle Huppert, Kathy Mulville, Marc Zanetta",Interdit aux moins de 12 ans,France,Equation,Box Office France,"['19 au 26 septembre 2012', '26 septembre au 3 octobre 2012']",9 931,3 526,"3,1","2,6",639869
Rebound,4 janvier 2006,"Comédie, Famille",1h 26min,Steve Carr,"William Wolff, Jon Lucas","Martin Lawrence, Wendy Raquel Robinson, Breckin Meyer",à partir de 10 ans (children's film),U.S.A.,Twentieth Century Fox France,Box Office US,"['01 au 4 juillet 2005', '08 au 11 juillet 2005']",5 000 000,3 024 349,"1,0","2,5",48586
The Limits of Control,2 décembre 2009,"Thriller, Drame, Judiciaire",1h 56min,Jim Jarmusch,Jim Jarmusch,"Isaach de Bankolé, Tilda Swinton, John Hurt",None,U.S.A.,Le Pacte,Box Office France,"['02 au 9 décembre 2009', '09 au 16 décembre 2009']",40 487,22 245,"2,8","2,4",488877
Sisters,11 mai 2016,Comédie,1h 58min,Jason Moore,Paula Pell,"Amy Poehler, Tina Fey, Maya Rudolph",None,U.S.A.,Universal Pictures International France,Box Office France,"['11 au 18 mai 2016', '18 au 25 mai 2016']",17 006,3 399,"2,5","2,3",156112
La Grande aventure de Non-Non,17 octobre 2018,Animation,0h 41min,Matthieu Auvray,"Léonie de Rudder, Thierry Gaudin","Sebastien Pierre (II), Sören Prévost, Laurent Morteau",à partir de 3 ans (children's film),France,Cinéma Public Films,Box Office France,"['17 au 24 octobre 2018', '24 au 31 octobre 2018']",8 313,16 645,"3,8","2,6",130903
Je Ne Suis Pas Un Salaud,24 février 2016,Drame,1h 51min,Emmanuel Finkiel,Emmanuel Finkiel,"Nicolas Duvauchelle, Mélanie Thierry, Maryne Cayon","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Bac Films,Box Office France,"['24 février au 2 mars 2016', '02 au 9 mars 2016']",19 172,9 275,"3,5","3,5",230020
Week-ends,26 février 2014,Comédie dramatique,1h 30min,Anne Villacèque,"Anne Villacèque, Sophie Fillières","Karin Viard, Noémie Lvovsky, Jacques Gamblin",None,France,Haut et Court,Box Office France,"['26 février au 5 mars 2014', '05 au 12 mars 2014']",46 187,16 736,"2,9","1,9",372474
Vanity Fair,4 mai 2005,"Drame, Historique",2h 22min,Mira Nair,"Matthew Faulk, Julian Fellowes","Reese Witherspoon, James Purefoy, Romola Garai",None,U.S.A.,United International Pictures (UIP),Box Office US,"['03 au 6 septembre 2004', '10 au 13 septembre 2004']",4 829 000,2 613 777,"2,8","2,7",42465
Slacker,None,Comédie dramatique,1h 37min,Richard Linklater,Richard Linklater,"Richard Linklater, Rudy Basquez, Jean Caffeine",None,U.S.A.,Splendor Films,Box Office France,"['29 janvier au 5 février 2020', '05 au 12 février 2020']",719,493,"4,0","3,3",6137
How I Live Now,12 mars 2014,"Action, Drame",1h 41min,Kevin Macdonald,"Jeremy Brock, Tony Grisoni","Saoirse Ronan, Tom Holland, George MacKay",None,Grande-Bretagne,UGC Distribution,Box Office France,"['12 au 19 mars 2014', '19 au 26 mars 2014']",14 685,3 161,"2,6","3,5",533843
Der kleine Eisbär,8 décembre 2004,"Animation, Aventure, Famille",1h 15min,Piet De Rycker,"Thilo Graf Rothkirch, Bert Schrickel, Thomas Wittenburg","Mijail Verona, Maximilian Artajo, Jochen Busse",à partir de 3 ans (children's film),Allemagne,Gebeka Films,Box Office France,"['08 au 15 décembre 2004', '15 au 22 décembre 2004']",37 418,51 018,"3,4","2,9",31774
Chihwaseon,27 novembre 2002,"Drame, Biopic, Historique",1h 57min,Kwon-taek Im,"Kwon-taek Im, Byung-sam Min","Min-sik Choi, Sung-Ki Ahn, You Ho-Jeong",None,Corée du Sud,Pathé,Box Office France,"['27 novembre au 4 décembre 2002', '04 au 11 décembre 2002']",52 400,44 128,"4,2","3,7",9450
Barbershop,4 juin 2003,"Comédie, Drame",1h 42min,Tim Story,"Mark Brown, Don D. Scott","Ice Cube, Anthony Anderson,  Cedric The Entertainer",None,U.S.A.,UFD,Box Office US,"['13 au 16 septembre 2002', '20 au 23 septembre 2002']",21 000 000,13 300 000,"2,3","3,1",None
Walk On Water,5 janvier 2005,"Drame, Policier, Thriller",1h 44min,Eytan Fox,Gal Uchovsky,"Lior Ashkenazi, Knut Berger, Caroline Peters",None,Grande-Bretagne,ID Distribution,Box Office France,"['05 au 12 janvier 2005', '12 au 19 janvier 2005']",31 880,20 370,"3,5","3,5",36008
The Escape,25 avril 2018,Drame,1h 45min,Dominic Savage,Dominic Savage,"Gemma Arterton, Dominic Cooper, Frances Barber",None,Grande-Bretagne,KMBO,Box Office France,"['25 avril au 2 mai 2018', '02 au 9 mai 2018']",13 364,5 265,"3,0","3,1",188976
House of the Dead,None,"Epouvante-horreur, Comédie",1h 30min,Uwe Boll,"Mark A. Altman, Dave Parker","Ellie Cornell, Clint Howard, Jürgen Prochnow",None,U.S.A.,1 nomination,Box Office US,['10 au 13 octobre 2003'],5 500 000,None,"1,1",--,482934
Laisse tes mains sur mes hanches,2 avril 2003,Comédie,1h 51min,Chantal Lauby,Chantal Lauby,"Chantal Lauby, Claude Perron, Rossy de Palma",None,France,ARP Sélection,Box Office France,"['02 au 9 avril 2003', '09 au 16 avril 2003']",115 981,85 126,"3,6","2,3",58450
Superfly,None,"Policier, Action",1h 56min,Director X,Alex Tse,"Trevor Jackson (V), Jason Mitchell, Lex Scott Davis",None,U.S.A.,,Box Office US,"['15 au 18 juin 2018', '22 au 25 juin 2018']",6 870 740,3 404 964,"2,2",--,31672
Popstar: Never Stop Never Stopping,None,"Comédie, Musical",1h 27min,Akiva Schaffer,"Jorma Taccone, Akiva Schaffer, Andy Samberg","Andy Samberg, Jorma Taccone, Akiva Schaffer",None,U.S.A.,,Box Office US,['03 au 6 juin 2016'],4 698 715,None,"2,8",--,22944
Keanu,None,"Comédie, Action",1h 40min,Peter Atencio,"Jordan Peele, Alex Rubens","Keegan-Michael Key, Jordan Peele, Keanu Reeves",None,U.S.A.,Warner Bros. France,Box Office US,"['29 avril 2016 au 2 mai 2016', '06 au 9 mai 2016']",9 453 224,3 287 484,"2,6",--,94488
The Libertine,25 janvier 2006,"Biopic, Historique",1h 55min,Laurence Dunmore,Stephen Jeffreys,"John Malkovich, Clare Higgins, Johnny Depp",None,Grande-Bretagne,Metropolitan FilmExport,Box Office France,"['25 janvier au 1 février 2006', '10 au 13 mars 2006']",44 086,None,"2,2","2,1",66561
Préjudice,3 février 2016,Drame,1h 45min,Antoine Cuypers,"Antoine Cuypers, Antoine Wauters","Nathalie Baye, Arno Hintjens, Thomas Blanchard",None,Belgique,Les Films du Losange,Box Office France,"['03 au 10 février 2016', '10 au 17 février 2016']",14 340,7 235,"3,4","3,2",129001
Nana,21 décembre 2022,Drame,1h 43min,Kamila Andini,"Kamila Andini, Ahda Imran","Happy Salma, Rieke Diah Pitaloka, Laura Basuki",None,Indonésie,ARP Sélection,Box Office France,"['21 au 28 décembre 2022', '28 décembre 2022 au 4 janvier 2023']",5 016,2 370,"2,9","3,0",122995
Un Aller simple,30 mai 2001,Comédie,1h 30min,Laurent Heynemann,"Didier Van Cauwelaert, Laurent Heynemann","Stéphane Jobert, Florence Hautier, Luc Palun",None,France,Mars Distribution,Box Office France,"['30 mai au 6 juin 2001', '06 au 13 juin 2001']",73 291,48 828,"2,7","2,0",10661
W Ciemności,10 octobre 2012,"Drame, Guerre",2h 25min,Agnieszka Holland,David F. Shamoon,"Robert Wieckiewicz, Benno Fürmann, Kinga Preis",Interdit aux moins de 12 ans,Canada,Eurozoom,Box Office France,"['10 au 17 octobre 2012', '17 au 24 octobre 2012']",5 882,1 382,"3,6","3,7",165754
Parada,16 janvier 2013,"Comédie, Drame",1h 55min,Srdjan Dragojevic,Srdjan Dragojevic,"Nikola Kojo, Milos Samolov, Hristina Popovic",None,Hongrie,Dulac Distribution,Box Office France,"['16 au 23 janvier 2013', '23 au 30 janvier 2013']",28 904,17 470,"2,6","4,0",234277
Chez nous c'est trois !,17 juillet 2013,Comédie,1h 28min,Claude Duty,"Claude Duty, Christian Clères","Noémie Lvovsky, Marie Kremer, Stéphane De Groodt",None,France,Rezo Films,Box Office France,"['17 au 24 juillet 2013', '24 au 31 juillet 2013']",11 646,3 422,"2,8","2,2",85191
Bitter Harvest,1 mars 2023,"Drame, Historique, Romance",1h 43min,George Mendeluk,Richard Bachynsky Hoover,"Max Irons, Samantha Barks, Terence Stamp","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Canada,Films sans Frontières,Box Office France,"['01 au 8 mars 2023', '08 au 15 mars 2023']",284,82,"1,8","2,8",53745
La Jalousie,4 décembre 2013,Drame,1h 17min,Philippe Garrel,"Philippe Garrel, Caroline Deruas","Louis Garrel, Anna Mouglalis, Rebecca Convenant",None,France,Capricci Films,Box Office France,"['04 au 11 décembre 2013', '11 au 18 décembre 2013']",14 065,8 724,"3,9","2,5",176389
Frozen River,7 janvier 2009,Drame,1h 37min,Courtney Hunt,Courtney Hunt,"Melissa Leo, Misty Upham, Michael O'Keefe",None,U.S.A.,Rezo Films,Box Office France,"['07 au 14 janvier 2009', '14 au 21 janvier 2009']",41 824,34 812,"3,8","3,6",141147
"Aimer, boire et chanter",26 mars 2014,"Comédie, Drame",1h 48min,Alain Resnais,"Alain Resnais, Laurent Herbiet","Sabine Azéma, Hippolyte Girardot, Caroline Silhol",None,France,Le Pacte,Box Office France,"['26 mars au 2 avril 2014', '02 au 9 avril 2014']",140 947,79 476,"3,7","2,2",561114
Décalage horaire,30 octobre 2002,"Comédie, Romance",1h 30min,Danièle Thompson,"Danièle Thompson, Christopher Thompson","Jean Reno, Juliette Binoche, Sergi López",None,France,Mars Distribution,Box Office France,"['30 octobre au 6 novembre 2002', '06 au 13 novembre 2002']",496 630,303 474,"3,4","1,8",15860
Koi no Tsumi,25 juillet 2012,"Drame, Thriller, Epouvante-horreur",1h 52min,Sion Sono,Sion Sono,"Megumi Kagurazaka, Miki Mizuno, Makoto Togashi",Interdit aux moins de 16 ans,Japon,Zootrope Films,Box Office France,"['25 juillet au 1 août 2012', '01 au 8 août 2012']",4 512,3 124,"3,2","3,4",156480
Tu dors Nicole,18 mars 2015,"Drame, Comédie",1h 33min,Stéphane Lafleur,Stéphane Lafleur,"Julianne Côté, Pierre-Luc Lafontaine, Luc Senay",None,Canada,Les Acacias,Box Office France,"['18 au 25 mars 2015', '25 mars au 1 avril 2015']",7 389,2 028,"3,7","2,9",51257
Goal of the dead - Première mi-temps,27 février 2014,"Epouvante-horreur, Comédie, Action",1h 10min,Benjamin Rocher,Tristan Schulmann,"Alban Lenoir, Charlie Bruneau, Ahmed Sylla",None,France,Luminor,Box Office France,['26 mars au 2 avril 2014'],106,None,"4,0","2,9",23649
Diamond Island,28 décembre 2016,Drame,1h 43min,Davy Chou,"Davy Chou, Claire Maugendre","Sobon Nuon, Cheanick Nov, Madeza Chhem",None,France,Les Films du Losange,Box Office France,"['28 décembre 2016 au 4 janvier 2017', '04 au 11 janvier 2017']",15 028,9 022,"3,8","3,6",151500
Krach,1 septembre 2010,Thriller,1h 27min,Fabrice Genestal,"Fabrice Genestal, Paul Besson","Gilles Lellouche, Vahina Giocante, Charles Berling",None,France,UGC Distribution,Box Office France,"['01 au 8 septembre 2010', '08 au 15 septembre 2010']",29 131,8 412,"1,9","1,6",1301895
Le confessioni,25 janvier 2017,"Drame, Thriller",1h 48min,Roberto Andò,"Roberto Andò, Angelo Pasquini","Toni Servillo, Daniel Auteuil, Connie Nielsen",None,Italie,Bellissima Films,Box Office France,"['25 janvier au 1 février 2017', '01 au 8 février 2017']",9 515,4 487,"3,0","2,9",27656
Gambit,6 février 2013,"Comédie, Policier",1h 29min,Michael Hoffman,"Ethan Coen, Joel Coen","Colin Firth, Cameron Diaz, Alan Rickman",None,U.S.A.,Metropolitan FilmExport,Box Office France,"['06 au 13 février 2013', '13 au 20 février 2013']",69 734,20 793,"2,5","2,1",271035
Tammy,None,Comédie,1h 37min,Ben Falcone,"Ben Falcone, Melissa McCarthy","Melissa McCarthy, Susan Sarandon, Toni Collette",None,U.S.A.,2 nominations,Box Office US,"['04 au 7 juillet 2014', '11 au 14 juillet 2014']",21 170 000,12 555 151,"2,0",--,50236
"Ras vkhedavt, rodesac cas vukurebt?",23 février 2022,"Comédie dramatique, Drame, Comédie",2h 31min,Aleksandre Koberidze,Aleksandre Koberidze,"Giorgi Bochorishvili, Ani Karseladze, Oliko Barbakadze",None,Géorgie,Damned Distribution,Box Office France,"['23 février au 2 mars 2022', '02 au 9 mars 2022']",1 914,656,"4,0","3,1",69926
The Other Man,27 mai 2009,"Drame, Thriller",1h 30min,Richard Eyre,"Richard Eyre, Charles Wood (I)","Liam Neeson, Laura Linney, Antonio Banderas",None,U.S.A.,Pretty Pictures,Box Office France,"['27 mai au 3 juin 2009', '03 au 10 juin 2009']",16 074,7 042,"1,8","1,9",116725
House of Time,13 janvier 2016,"Fantastique, Thriller",1h 26min,Jonathan Helpert,"François Armanet, Jean Helpert","David Atrakchi, Laura Boujenah, Esther Comar",None,France,Blue Moon Distribution,Box Office France,"['13 au 20 janvier 2016', '20 au 27 janvier 2016']",635,325,"2,4","3,5",306300
