title,release_date,genre,duration,director,producers,cast,press_eval,viewers_eval,age_limit,nationality,distributor,views,box_office_title,box_office_date,box_office_first_week,box_office_second_week
Rudo y Cursi,1 septembre 2010,['Comédie dramatique'],1h 43min,Carlos Cuarón,['Carlos Cuarón'],"['Gael García Bernal', 'Diego Luna', 'Guillermo Francella']","2,6","2,8",,U.S.A.,SND,62119,['Box Office France'],"['01 au 8 septembre 2010', '08 au 15 septembre 2010']",11 982,5 292
Prom,,"['Comédie', 'Drame']",1h 44min,Joe Nussbaum,['Katie Wech'],"['Aimee Teegarden', 'Thomas McDonell', 'Nicholas Braun']","3,0",--,,U.S.A.,,14256,['Box Office US'],"['29 avril 2011 au 2 mai 2011', '06 au 9 mai 2011']",4 712 638,2 214 585
A Tramway in Jerusalem,24 avril 2019,['Drame'],1h 34min,Amos Gitaï,"['Amos Gitaï', 'Marie-Jose Sanselme']","['Achinoam Noa Nini', 'Mathieu Amalric', 'Elias Amalric']","2,7","1,8",,Israël,Orange Studio Distribution / UGC Distribution,35281,['Box Office France'],"['24 avril au 1 mai 2019', '01 au 8 mai 2019']",12 934,5 874
Questione di Cuore,7 juillet 2010,"['Drame', 'Comédie']",1h 44min,Francesca Archibugi,['Francesca Archibugi'],"['Kim Rossi Stuart', 'Antonio Albanese', 'Micaela Ramazzotti']","2,7","3,5",,Italie,Bellissima Films,197378,['Box Office France'],"['07 au 14 juillet 2010', '14 au 21 juillet 2010']",5 603,3 613
La DorMeuse Duval,22 février 2017,['Comédie'],1h 50min,Manuel Sanchez,"['Muriel Sanchez-Harrar', 'Manuel Sanchez']","['Dominique Pinon', 'Marina Tomé', 'Pascal Turmo']","3,4",--,,France,Quizas Prod,9810,['Box Office France'],['22 février au 1 mars 2017'],129,
La Piste,8 février 2006,['Aventure'],1h 32min,Eric Valli,"['Eric Valli', 'Philippe Lyon']","['Julian Sands', 'Eriq Ebouaney', 'Camille Summers']","2,2","2,0",,France,Gaumont Columbia Tristar Films,40053,['Box Office France'],['08 au 15 février 2006'],71 010,
Hanezu no tsuki,1 février 2012,['Drame'],1h 31min,Naomi Kawase,['Naomi Kawase'],"['Tota Komizu', 'Hako Oshima', 'Tetsuya Akikawa']","2,9","2,4",,Japon,UFO Distribution,72262,['Box Office France'],"['01 au 8 février 2012', '08 au 15 février 2012']",5 072,2 009
Larmar Och Gor Sig Till,3 novembre 2010,['Drame'],1h 58min,Ingmar Bergman,['Ingmar Bergman'],"['Börje Ahlstedt', 'Marie Richardson', 'Erland Josephson']","4,9","3,3",,Suède,1 nomination,25501,['Box Office France'],"['03 au 10 novembre 2010', '10 au 17 novembre 2010']",3 110,2 150
Coalesce,16 février 2022,['Drame'],1h 22min,Jessé Miceli,['Jessé Miceli'],"['Songsa Sek', 'Phearum Eang', 'Rithy Rom']","3,4","3,6",,Cambodge,Local Films,1571,['Box Office France'],"['16 au 23 février 2022', '23 février au 2 mars 2022']",1 186,183
Trois étés,11 mars 2020,['Comédie dramatique'],1h 34min,Sandra Kogut,"['Sandra Kogut', 'Iana Cossoy Paro']","['Regina Casé', 'Rogério Fróes', 'Gisele Fróes']","3,0","2,9",,Brésil,Paname Distribution,87128,['Box Office France'],"['11 au 18 mars 2020', '24 juin au 1 juillet 2020']",5 498,5 221
Nos héros sont morts ce soir,23 octobre 2013,['Drame'],1h 37min,David Perrault (II),['David Perrault (II)'],"['Denis Ménochet', 'Jean-Pierre Martins', 'Constance Dollé']","3,2","2,9",,France,UFO Distribution,112301,['Box Office France'],"['23 au 30 octobre 2013', '30 octobre au 6 novembre 2013']",3 634,1 016
Gabbla,25 mars 2009,['Drame'],2h 18min,Tariq Teguia,"['Tariq Teguia', 'Yacine Teguia']","['Kader Affak', 'Ines Rose Djakou', 'Ahmed Benaissa']","4,0","3,0",,France,Contre-Allée Distribution,19439,['Box Office France'],"['25 mars au 1 avril 2009', '01 au 8 avril 2009']",2 332,1 712
Sublimation,9 septembre 2020,['Comédie'],1h 24min,Johan Casinie,"['Emily Lombi', 'Johan Casinie', 'Emily Lombi']","['Emily Lombi', 'Johan Casinie', 'Yann Delpech']","3,2",--,,France,Cinéma Saint-André des Arts,3729,['Box Office France'],"['09 au 16 septembre 2020', '16 au 23 septembre 2020']",27,38
Zum Geburtstag,8 janvier 2014,"['Drame', 'Thriller']",1h 23min,Denis Dercourt,['Denis Dercourt'],"['Mark Waschke', 'Marie Bäumer', 'Sylvester Groth']","3,4","3,0",,Allemagne,Jour2fête,138840,['Box Office France'],"['08 au 15 janvier 2014', '15 au 22 janvier 2014']",6 293,2 069
Les Animaux Farfelus,7 octobre 2015,['Animation'],0h 42min,Nicolas Deveaux,"['Péter Vácz', 'Morrigane Boyer']",,"4,0","3,2",à partir de 3 ans (children's film),France,UFO Distribution,112620,['Box Office France'],"['07 au 14 octobre 2015', '14 au 21 octobre 2015']",1 437,2 858
On a Clear Day,7 décembre 2005,['Comédie dramatique'],1h 45min,Gaby Dellal,['Alex Rose'],"['Peter Mullan', 'Brenda Blethyn', 'Billy Boyd']","3,5","3,2",,Grande-Bretagne,MK2 Diffusion,16493,['Box Office France'],['07 au 14 décembre 2005'],18 237,
Graziella,3 juin 2015,['Drame'],1h 38min,Mehdi Charef,['Mehdi Charef'],"['Rossy de Palma', 'Denis Lavant', 'Claire Nebout']","2,3","2,8","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,KG Productions,23933,['Box Office France'],"['10 au 17 juin 2015', '17 au 24 juin 2015']",2 616,400
Asbedopa,6 mai 2009,['Drame'],1h 42min,Samira Makhmalbaf,['Mohsen Makhmalbaf'],"['Ziya Mirza Mohamad', 'Haron Ahad', 'Gol Gotai Karimi']","3,0","2,6",,Iran,Wild Bunch Distribution,18583,['Box Office France'],"['06 au 13 mai 2009', '13 au 20 mai 2009']",1 124,696
Friday After Next,,['Comédie'],1h 30min,Marcus Raboy,"['Ice Cube', ' D.J. Pooh']","['Ice Cube', 'Mike Epps', 'John Witherspoon']","2,6",--,,U.S.A.,,,['Box Office US'],"['22 au 25 novembre 2002', '29 novembre 2002 au 2 décembre 2002']",13 063 000,7 750 000
Apprentice,1 juin 2016,['Drame'],1h 55min,Boo Junfeng,['Boo Junfeng'],"['Fir Rahman', 'Wan Hanafi Su', 'Ahmad Mastura']","3,5","3,8","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Singapour,Condor Distribution,222151,['Box Office France'],"['01 au 8 juin 2016', '08 au 15 juin 2016']",8 519,3 384
Zanan-e Bedun-e Mardan,13 avril 2011,"['Historique', 'Drame']",1h 35min,Shirin Neshat,"['Shoja Azari', 'Shirin Neshat', 'Shoja Azari']","['Shabnam Tolouei', 'Arita Shahrzad', 'Pegah Ferydoni']","3,1","2,9",,Iran,KMBO,71763,['Box Office France'],"['13 au 20 avril 2011', '20 au 27 avril 2011']",8 689,4 538
Ein Augenblick Freiheit,28 janvier 2009,['Drame'],1h 50min,Arash T. Riahi,['Arash T. Riahi'],"['Navid Akhavan', 'Pourya Mahyari', 'Kamran Rad']","3,9","4,2",,Autriche,Les Films du Losange,40766,['Box Office France'],"['28 janvier au 4 février 2009', '04 au 11 février 2009']",8 487,4 294
In The Mix,,"['Comédie', 'Romance']",1h 35min,Ron Underwood,"['Chanel Capra', 'Cara Dellaverson']","[' Usher', 'Chazz Palminteri', 'Kevin Hart']","2,5",--,,U.S.A.,Twentieth Century Fox France,64367,['Box Office US'],"['25 au 28 novembre 2005', '02 au 5 décembre 2005']",4 448 491,1 867 971
De Unge Ar,7 janvier 2009,['Comédie dramatique'],1h 32min,Jacob Thuesen,['Lars von Trier'],"['Jonatan Spang', 'Lars von Trier', 'Hans Henrik Clemensen']","2,5","2,5",,Danemark,Les Films du Losange,19193,['Box Office France'],"['07 au 14 janvier 2009', '14 au 21 janvier 2009']",393,139
Cap Nord,18 avril 2012,['Comédie musicale'],1h 01min,Sandrine Rinaldi,['Sandrine Rinaldi'],"['Laurent Lacotte', 'Sabrina Seyvecou', 'Lucía Sánchez']","2,0","2,3",,France,Shellac,15998,['Box Office France'],"['18 au 25 avril 2012', '25 avril au 2 mai 2012']",83,31
Leila,6 décembre 2017,[],,Dariush Mehrjui,"['Dariush Mehrjui', 'Mahnaz Ansarian']","['Leila Hatami', 'Ali Mosaffa']","4,0","3,4",,Iran,Splendor Films,5945,['Box Office France'],"['06 au 13 décembre 2017', '13 au 20 décembre 2017']",741,289
American Dreamz,7 juin 2006,"['Comédie', 'Musical']",1h 48min,Paul Weitz,['Paul Weitz'],"['Dennis Quaid', 'Hugh Grant', 'Willem Dafoe']","3,3","2,2",,U.S.A.,United International Pictures (UIP),46730,['Box Office France'],"['07 au 14 juin 2006', '14 au 21 juin 2006']",55 077,16 187
Dernière Séance,7 décembre 2011,['Drame'],1h 21min,Laurent Achard,"['Laurent Achard', 'Frédérique Moreau']","['Pascal Cervo', 'Charlotte Van Kemmel', 'Karole Rocher']","2,8","1,9",Interdit aux moins de 12 ans,France,Epicentre Films,55146,['Box Office France'],"['07 au 14 décembre 2011', '14 au 21 décembre 2011']",4 586,2 450
Sweet Rush,17 février 2010,['Drame'],1h 25min,Andrzej Wajda,,"['Krystyna Janda', 'Pawel Szajda', 'Jan Englert']","3,3","2,9",,Pologne,Les Films du Losange,18651,['Box Office France'],"['17 au 24 février 2010', '24 février au 3 mars 2010']",7 056,2 320
