title,release_date,genre,duration,director,producers,cast,nationality,distributor,box_office_first_week,press_eval,viewers_eval,views,budget,Temperature Moyenne,Lille,Bordeaux,Lyon,Paris,season,year
le gendre de ma vie,2018-12-19,Comédie,60,François Desagnat,"François Desagnat, Thomas Ruat","Thomas Ruat, Kad Merad, Pauline Etienne",France,Pathé,140687,2.4,2.2,441203.0,0.0,17.75,8.0,11.71,9.01,9.02,Winter,2018
baby phone,2017-03-08,Comédie,60,Olivier Casas,"Audrey Lanj, Olivier Casas","Medi Sadoun, Anne Marivin, Pascal Demolon",France,La Belle Company,58908,2.5,2.4,176661.0,0.0,10.4,9.35,12.94,10.68,9.02,Spring,2017
marguerite & julien,2015-12-02,"Drame, Romance",60,Valérie Donzelli,"Jérémie Elkaïm, Valérie Donzelli","Anaïs Demoustier, Jérémie Elkaïm, Frédéric Pierrot",France,Wild Bunch Distribution,18024,2.7,2.7,819431.0,0.0,16.46,9.58,9.02,7.07,7.63,Winter,2015
a walk among the tombstones,2014-10-15,"Thriller, Policier",60,Scott Frank,Scott Frank,"Liam Neeson, Dan Stevens, Boyd Holbrook",U.S.A.,Metropolitan FilmExport,110509,3.3,3.1,292404.0,28000000.0,22.67,16.16,19.7,19.24,16.26,Autumn,2014
coldwater,2014-07-09,"Drame, Thriller",60,Vincent Grashaw,"Vincent Grashaw, Mark Penney","P.J. Boudousqué, James C. Burns, Chris Petrovski",U.S.A.,KMBO,34511,2.9,3.9,363206.0,750000.0,20.15,17.7,19.04,18.58,17.44,Summer,2014
38 témoins,2012-03-14,Drame,60,Lucas Belvaux,Lucas Belvaux,"Yvan Attal, Sophie Quinton, Nicole Garcia",France,Diaphana Distribution,104634,3.5,2.6,656519.0,9317585.0,10.4,8.8,10.61,10.37,11.24,Spring,2012
my name is khan,2010-05-26,"Drame, Bollywood",120,Karan Johar,"Shibani Bathija, Niranjan Iyengar","Shah Rukh Khan, Kajol Devgn, Shane Harper",Inde,Twentieth Century Fox France,16556,3.4,4.1,676941.0,12000000.0,16.35,12.82,15.6,17.06,15.26,Spring,2010
21 bridges,2020-01-01,"Thriller, Action",60,Brian Kirk (III),"Adam Mervis, Matthew Michael Carnahan","Chadwick Boseman, Sienna Miller, J.K. Simmons",U.S.A.,Metropolitan FilmExport,103460,2.7,3.5,138860.0,33000000.0,4.99,5.32,7.15,4.53,6.97,Winter,2020
marie heurtin,2014-11-12,"Biopic, Drame",60,Jean-Pierre Améris,"Jean-Pierre Améris, Philippe Blasband","Isabelle Carré, Ariana Rivoire, Brigitte Catillon",France,Diaphana Distribution,83670,3.7,4.1,452959.0,0.0,16.96,8.61,11.61,9.5,9.08,Autumn,2014
moonwalkers,2016-03-02,"Action, Comédie",60,Antoine Bardou-Jacquet,Dean Craig,"Rupert Grint, Ron Perlman, Robert Sheehan",France,Mars Films,13439,2.9,3.4,263326.0,0.0,5.89,3.05,8.06,4.19,5.15,Spring,2016
tabu,2012-12-05,"Drame, Romance",60,Miguel Gomes,"Miguel Gomes, Mariana Ricardo","Teresa Madruga, Laura Soveral, Ana Moreira",France,Shellac,34237,4.6,3.5,281974.0,0.0,11.94,2.17,4.4,1.31,2.84,Winter,2012
orpheline,2017-03-29,Drame,60,Arnaud des Pallières,"Arnaud des Pallières, Christelle Berthevas","Adèle Haenel, Adèle Exarchopoulos, Solène Rigot",France,Le Pacte,39419,3.2,2.6,301363.0,0.0,13.5,12.44,14.47,13.85,13.73,Spring,2017
les bien-aimés,2011-08-24,Comédie dramatique,120,Christophe Honoré,Christophe Honoré,"Chiara Mastroianni, Catherine Deneuve, Ludivine Sagnier",France,Le Pacte,109235,3.7,3.3,1162655.0,8978040.0,20.44,14.54,20.1,17.67,15.89,Summer,2011
tu seras mon fils,2011-08-24,Drame,60,Gilles Legrand,"Gilles Legrand, Delphine De Vigan","Niels Arestrup, Lorànt Deutsch, Patrick Chesnais",France,Universal Pictures International France,257093,2.8,3.9,1150781.0,0.0,20.44,14.54,20.1,17.67,15.89,Summer,2011
the lady,2011-11-30,"Biopic, Drame",120,Luc Besson,Rebecca Frayn,"Michelle Yeoh, David Thewlis, Benedict Wong",France,EuropaCorp Distribution,223314,2.4,3.7,963747.0,0.0,16.86,6.15,10.78,10.84,8.51,Autumn,2011
the company men,2011-03-30,Drame,60,John Wells,John Wells,"Tommy Lee Jones, Ben Affleck, Chris Cooper",U.S.A.,Gaumont Distribution,89737,3.3,3.4,723949.0,15000000.0,12.95,12.01,15.66,13.36,10.73,Spring,2011
new year's eve,2011-12-21,"Comédie, Romance",60,Garry Marshall,Katherine Fugate,"Robert De Niro, Ashton Kutcher, Zac Efron",U.S.A.,Warner Bros. France,232819,1.5,2.6,1790826.0,56000000.0,15.26,7.42,7.49,3.75,6.66,Winter,2011
tokyo shaking,2021-06-23,Drame,60,Olivier Peyon,"Olivier Peyon, Cyril Brody","Karin Viard, Stéphane Bak, Yumi Narita",France,Wild Bunch Distribution,24348,3.2,2.8,50472.0,0.0,19.93,16.53,17.77,21.93,18.42,Summer,2021
la meute,2010-09-29,"Epouvante-horreur, Fantastique, Thriller",60,Franck Richard,Franck Richard,"Yolande Moreau, Emilie Dequenne, Benjamin Biolay",France,Luminor (La Fabrique),21898,2.1,1.4,251965.0,0.0,20.12,14.78,15.37,16.59,14.85,Autumn,2010
"thelma, louise et chantal",2010-03-03,Comédie,60,Benoît Pétré,Benoît Pétré,"Jane Birkin, Caroline Cellier, Catherine Jacob",France,La Fabrique 2,121039,2.5,2.4,847220.0,0.0,3.68,1.79,5.12,1.12,1.35,Spring,2010
devil,2011-04-20,"Epouvante-horreur, Fantastique, Thriller",60,John Erick Dowdle,Brian Nelson,"Chris Messina, Logan Marshall-Green, Jenny O'Hara",U.S.A.,Universal Pictures International France,10803,1.7,2.3,335910.0,10000000.0,16.76,17.58,16.63,15.45,18.14,Spring,2011
complices,2010-01-20,"Policier, Thriller",60,Frédéric Mermoud,"Frédéric Mermoud, Pascal Arnold","Gilbert Melki, Emmanuelle Devos, Nina Meurisse",Suisse,Pyramide Distribution,58878,3.4,3.4,225616.0,0.0,3.27,1.89,5.44,2.44,3.57,Winter,2010
sibel,2019-03-06,Drame,60,Çağla Zencirci,"Guillaume Giovanetti, Guillaume Giovanetti, Çağla Zencirci","Damla Sönmez, Emin Gürsoy, Erkan Kolçak Köstendil",Allemagne,Pyramide Distribution,29085,3.6,3.8,332396.0,0.0,9.57,8.39,10.21,9.97,9.27,Spring,2019
le fidèle,2017-11-01,"Drame, Policier",120,Michaël R. Roskam,"Michaël R. Roskam, Thomas Bidegain","Matthias Schoenaerts, Adèle Exarchopoulos, Jean-Benoît Ugeux",Belgique,Pathé,33044,2.9,3.0,340182.0,9229904.0,17.13,8.52,11.62,10.37,11.15,Autumn,2017
un baiser papillon,2011-06-01,Comédie dramatique,60,Karine Silla,Karine Silla,"Vincent Perez, Valeria Golino, Elsa Zylberstein",France,EuropaCorp Distribution,47715,2.2,2.7,380082.0,3500000.0,18.62,16.86,19.38,18.46,16.41,Summer,2011
fritzi - eine wendewundergeschichte,2021-07-07,"Animation, Famille, Historique",60,Ralf Kukula,"Matthias Bruhn, Beate Völcker","Ali Lyons, Oisin Conroy, Lucy Carolan",Allemagne,Septième Factory,631,3.3,3.2,8943.0,0.0,20.32,18.34,19.48,18.88,17.9,Summer,2021
gerontophilia,2014-03-26,"Comédie, Romance",60,Bruce LaBruce,"Bruce LaBruce, Daniel Allen Cox","Pier-Gabriel Lajoie, Walter Borden, Katie Boland",Canada,Epicentre Films,10544,3.5,3.2,244200.0,0.0,11.74,12.55,12.13,10.9,10.1,Spring,2014
vampires suck,2010-11-24,Comédie,60,Jason Friedberg,"Aaron Seltzer, Jason Friedberg, Aaron Seltzer","Jenn Proske, Matt Lanter, Ken Jeong",U.S.A.,Twentieth Century Fox France,124317,1.6,1.6,1676581.0,20000000.0,10.0,-0.79,3.77,-0.37,0.4,Autumn,2010
un rubio,2020-07-01,"Drame, Romance",60,Marco Berger,Marco Berger,"Gaston Re, Alfonso Barón, Malena Irusta",Argentine,Optimale Distribution,3578,3.3,3.3,35203.0,0.0,21.14,17.05,19.87,22.19,19.58,Summer,2020
cutterhead,2020-07-15,"Thriller, Drame",60,Rasmus Kloster Bro,"Rasmus Kloster Bro, Mikkel Bak Sørensen","Christine Sønderris, Samson Semere Russom, Kresimir Mikic",Danemark,Damned Distribution,9362,3.6,3.2,176717.0,0.0,22.9,19.33,22.99,21.75,21.44,Summer,2020
le ciel étoilé au-dessus de ma tête,2018-05-23,Comédie,60,Ilan Klipper,Ilan Klipper,"Laurent Poitrenaux, Camille Chamoux, Marilyne Canto",France,Stray Dogs Distribution,6963,3.4,3.1,125857.0,0.0,20.46,21.11,18.52,20.73,20.96,Spring,2018
vous ne désirez que moi,2022-02-09,Drame,60,Claire Simon,Claire Simon,"Swann Arlaud, Emmanuelle Devos, Christophe Paou",France,Dulac Distribution,22526,3.6,3.0,126488.0,0.0,6.73,6.03,7.92,7.81,5.88,Winter,2022
cessez-le-feu,2017-04-19,Drame,60,Emmanuel Courcol,Emmanuel Courcol,"Romain Duris, Céline Sallette, Grégory Gadebois",France,Le Pacte,50556,3.4,3.4,374764.0,0.0,11.21,7.83,14.03,9.77,8.41,Spring,2017
lockout,2012-04-18,"Thriller, Action, Science fiction",60,James Mather (II),"Stephen St. Leger, Luc Besson, James Mather (II)","Guy Pearce, Maggie Grace, Vincent Regan",France,EuropaCorp Distribution,285441,2.3,2.4,1653717.0,20000000.0,10.47,7.7,9.56,10.63,8.47,Spring,2012
le poulain,2018-09-19,Comédie,60,Mathieu Sapin,"Mathieu Sapin, Noé Debré","Alexandra Lamy, Finnegan Oldfield, Gilles Cohen",France,Bac Films,92645,3.2,2.5,580986.0,0.0,21.37,15.22,18.26,19.37,16.0,Autumn,2018
par instinct,2017-11-15,Drame,60,Nathalie Marchak,Nathalie Marchak,"Alexandra Lamy, Brontis Jodorowsky, Sonja Wanda",France,Condor Distribution,12192,2.5,2.7,255322.0,0.0,14.04,7.61,6.2,2.63,7.77,Autumn,2017
supereroi,2022-08-03,"Comédie, Drame, Romance",120,Paolo Genovese,"Paolo Genovese, Rolando Ravello","Jasmine Trinca, Alessandro Borghi, Greta Scarano",Italie,L'Atelier Distribution,5141,1.8,3.8,8398.0,0.0,25.91,20.83,27.03,27.04,23.63,Summer,2022
le gamin au vélo,2011-05-18,Comédie dramatique,60,Jean-Pierre Dardenne,"Luc Dardenne, Jean-Pierre Dardenne, Luc Dardenne","Cécile de France, Thomas Doret, Jérémie Renier",France,Diaphana Distribution,107763,4.2,3.2,824391.0,0.0,18.87,15.15,19.54,21.64,18.03,Spring,2011
le refuge,2010-01-27,Comédie dramatique,60,François Ozon,"François Ozon, Mathieu Hippeau","Isabelle Carré, Louis-Ronan Choisy, Pierre Louis-Calixte",France,Le Pacte,49726,3.1,2.8,488229.0,0.0,1.62,0.94,2.13,-0.55,1.56,Winter,2010
hop,2011-07-06,"Animation, Comédie, Famille",60,Tim Hill,"Cinco Paul, Ken Daurio","Matt Adler, James Marsden, Michael Gregorio",U.S.A.,Universal Pictures International France,196944,2.1,2.5,1181695.0,63000000.0,21.6,16.93,20.32,23.91,19.86,Summer,2011
sous x,2015-01-14,Drame,60,Jean-Michel Correia,Nicolas Peufaillit,"Jean-Michel Correia, Karim Leklou, Anissa Allali",France,Universal Pictures International France,24370,3.0,2.0,120163.0,0.0,4.69,4.51,5.61,7.27,3.05,Winter,2015
les voisins de mes voisins sont mes voisins,2022-02-02,"Animation, Comédie",60,Anne-Laure Daffis,"Léo Marchand, Anne-Laure Daffis, Léo Marchand","Arielle Dombasle, Valérie Mairesse, Elise Larnicol",France,Jour2fête,3565,3.4,3.4,67373.0,0.0,6.54,6.23,8.06,5.6,7.83,Winter,2022
la brindille,2011-09-21,Drame,60,Emmanuelle Millet,Emmanuelle Millet,"Christa Théret, Johan Libéreau, Maud Wyler",France,Ad Vitam,10494,3.1,3.3,393612.0,0.0,22.31,16.53,20.04,19.56,17.43,Autumn,2011
blue ruin,2014-07-09,"Thriller, Drame",60,Jeremy Saulnier,Jeremy Saulnier,"Macon Blair, Devin Ratray, Amy Hargreaves",U.S.A.,The Jokers / Le Pacte,26829,4.0,3.5,398775.0,420000.0,20.15,17.7,19.04,18.58,17.44,Summer,2014
después de lucía,2012-10-03,"Drame, Famille",60,Michel Franco,Michel Franco,"Tessa Ía, Hernán Mendoza, Gonzalo Vega Sisto",Mexique,Bac Films,20945,3.7,3.6,559232.0,0.0,20.7,12.48,18.44,18.4,14.19,Autumn,2012
winnie the pooh,2011-04-13,"Animation, Famille",60,Stephen J. Anderson,"Don Hall, Burny Mattinson","Jean-Claude Donda, Jim Cummings, Michel Mella",U.S.A.,The Walt Disney Company France,67425,4.0,3.2,604159.0,100000.0,12.77,11.7,14.32,11.78,11.03,Spring,2011
ruby sparks,2012-10-03,"Comédie, Fantastique, Romance",60,Jonathan Dayton,"Valerie Faris, Zoe Kazan","Paul Dano, Zoe Kazan, Chris Messina",U.S.A.,Twentieth Century Fox France,27469,2.7,3.8,933496.0,8000000.0,20.7,12.48,18.44,18.4,14.19,Autumn,2012
if beale street could talk,2019-01-30,Drame,60,Barry Jenkins,Barry Jenkins,"KiKi Layne, Stephan James, Regina King",U.S.A.,Mars Films,53197,3.7,3.3,198832.0,12000000.0,3.87,1.18,7.79,2.47,2.93,Winter,2019
love & mercy,2015-07-01,"Biopic, Musical, Drame",120,Bill Pohlad,"Oren Moverman, Michael Alan Lerner","Paul Dano, John Cusack, Elizabeth Banks",U.S.A.,ARP Sélection,40730,3.8,3.9,257013.0,0.0,25.98,22.96,25.6,29.15,25.18,Summer,2015
a chiara,2022-04-13,Drame,120,Jonas Carpignano,Jonas Carpignano,"Swamy Rotolo, Claudio Rotolo, Grecia Rotolo",Italie,Haut et Court,14821,3.7,3.3,51451.0,0.0,14.31,13.94,14.2,13.95,14.48,Spring,2022
un prince (presque) charmant,2013-01-09,"Comédie, Romance",60,Philippe Lellouche,"Luc Besson, Philippe Lellouche","Vincent Perez, Vahina Giocante, Jacques Weber",France,EuropaCorp Distribution,123711,2.5,2.3,837129.0,0.0,2.86,-0.01,6.28,2.99,3.05,Winter,2013
madame,2017-11-22,"Romance, Comédie dramatique",60,Amanda Sthers,Amanda Sthers,"Toni Collette, Harvey Keitel, Rossy de Palma",France,StudioCanal,60032,2.8,2.5,492145.0,0.0,15.39,6.58,8.51,7.84,7.0,Autumn,2017
tour de france,2016-11-16,Comédie dramatique,60,Rachid Djaïdani,Rachid Djaïdani,"Gérard Depardieu, Sadok ""Sadek"" Bourguiba, Louise Grinberg",France,Mars Films,41502,3.2,2.8,216733.0,0.0,18.0,9.76,12.22,12.07,9.93,Autumn,2016
gun-ham-do,2018-03-14,"Action, Drame",120,Seung-wan Ryoo,Seung-wan Ryoo,"Jung-Min Hwang, So Ji-Sub, Joong-ki Song",Corée du Sud,Metropolitan FilmExport,1503,3.5,3.7,69630.0,21000000.0,7.25,5.55,7.16,7.85,4.69,Spring,2018
to the wonder,2013-03-06,"Drame, Romance",60,Terrence Malick,Terrence Malick,"Ben Affleck, Olga Kurylenko, Rachel McAdams",U.S.A.,Metropolitan FilmExport,40425,2.8,2.3,494627.0,0.0,8.87,4.7,12.54,10.1,6.99,Spring,2013
my old lady,2015-05-06,"Comédie, Drame, Romance",60,Israël Horovitz,Israël Horovitz,"Kevin Kline, Maggie Smith, Kristin Scott Thomas",U.S.A.,Zelig Films Distribution,47718,3.5,3.1,225218.0,5000000.0,16.52,16.67,17.09,15.9,13.95,Spring,2015
vildmænd,2022-08-24,"Comédie, Thriller",60,Thomas Daneskov,"Thomas Daneskov, Morten Pape","Rasmus Bjerg, Zaki Youssef, Bjørn Sundquist",Danemark,Star Invest Films France,5004,3.1,3.2,111826.0,0.0,25.82,22.64,24.36,24.41,23.67,Summer,2022
en mai fais ce qu'il te plaît,2015-11-04,"Drame, Guerre, Historique",60,Christian Carion,"Christian Carion, Laure Irmann","August Diehl, Olivier Gourmet, Mathilde Seigner",France,Pathé,109773,2.6,3.6,445873.0,0.0,20.59,13.48,15.21,13.37,15.9,Autumn,2015
the killer inside me,2010-08-11,"Thriller, Drame",120,Michael Winterbottom,John Curran,"Casey Affleck, Jessica Alba, Kate Hudson",U.S.A.,Mars Films,62584,3.1,2.7,721361.0,13000000.0,20.93,17.23,17.81,20.35,17.28,Summer,2010
noces,2017-02-22,Drame,60,Stephan Streker,Stephan Streker,"Lina El Arabi, Sébastien Houbani, Babak Karimi",Belgique,Jour2fête,41863,3.7,3.8,335926.0,0.0,8.41,7.67,9.91,9.28,7.2,Winter,2017
 pájaros de verano,2019-04-10,"Drame, Thriller",120,Ciro Guerra,"Cristina Gallego, Maria Camila Arias, Jacques Toulemonde Vidal","José Acosta, Carmiña Martínez, Jhon Narváez",Colombie,Diaphana Distribution,40079,4.0,4.1,355478.0,0.0,9.97,9.15,10.83,9.86,5.03,Spring,2019
je ne rêve que de vous,2020-01-15,"Drame, Historique",60,Laurent Heynemann,"Laurent Heynemann, Luc Béraud","Elsa Zylberstein, Hippolyte Girardot, Emilie Dequenne",France,Rezo Films,27262,2.5,2.2,97067.0,0.0,5.31,5.15,6.6,5.75,6.05,Winter,2020
turf,2013-02-13,Comédie,60,Fabien Onteniente,"Fabien Onteniente, Philippe Guillard","Alain Chabat, Edouard Baer, Philippe Duquesne",France,Pathé,235121,1.9,1.6,984078.0,0.0,4.37,2.74,8.0,1.85,2.27,Winter,2013
crescendo - #makemusicnotwar,2022-07-06,Drame,60,Dror Zahavi,"Johannes Rotter, Dror Zahavi","Peter Simonischek, Daniel Donskoy, Mehdi Meskar",Allemagne,Bodega Films,5161,2.1,3.5,5511.0,0.0,23.66,19.65,26.55,22.6,22.49,Summer,2022
lucky,2017-12-13,Drame,60,John Carroll Lynch,"Logan Sparks, Drago Sumonja","Harry Dean Stanton, David Lynch, Ron Livingston",U.S.A.,KMBO,15371,3.9,4.0,182215.0,0.0,13.66,3.61,6.61,3.37,4.72,Winter,2017
the sea of trees,2016-04-27,Drame,60,Gus Van Sant,Chris Sparling,"Matthew McConaughey, Ken Watanabe, Naomi Watts",U.S.A.,SND,20069,1.8,2.8,589671.0,0.0,10.94,8.42,10.53,9.89,8.88,Spring,2016
asphalte,2015-10-07,Comédie dramatique,60,Samuel Benchetrit,"Samuel Benchetrit, Gabor Rassov","Isabelle Huppert, Gustave Kervern, Valeria Bruni Tedeschi",France,Paradis Films,36003,3.6,3.7,135126.0,0.0,17.5,9.51,13.01,12.25,11.73,Autumn,2015
the hallow,2016-03-30,Epouvante-horreur,60,Corin Hardy,"Corin Hardy, Felipe Marino","Joseph Mawle, Bojana Novakovic, Michael McElhatton",Grande-Bretagne,Océan Films,22686,3.1,2.2,124818.0,0.0,11.75,10.59,10.83,12.92,11.39,Spring,2016
situation amoureuse : c'est compliqué,2014-03-19,Comédie,60,Manu Payet,"Rodolphe Lauga, Manu Payet, Nicolas Peufaillit","Manu Payet, Anaïs Demoustier, Emmanuelle Chriqui",France,StudioCanal,214765,3.0,2.5,800385.0,0.0,9.7,9.23,8.61,9.18,9.5,Spring,2014
tarzan,2014-02-19,"Animation, Aventure, Famille",60,Reinhard Klooss,"Reinhard Klooss, Yoni Brenner","Kellan Lutz, Anton Zetterholm, Spencer Locke",Allemagne,Metropolitan FilmExport,155216,2.2,2.1,497593.0,130000000.0,8.6,9.35,9.29,8.24,8.14,Winter,2014
this must be the place,2011-08-24,"Drame, Romance",60,Paolo Sorrentino,"Paolo Sorrentino, Umberto Contarello","Sean Penn, Frances McDormand, Judd Hirsch",France,ARP Sélection,71045,3.2,3.2,910436.0,25000000.0,20.44,14.54,20.1,17.67,15.89,Summer,2011
phantom boy,2015-10-14,"Animation, Aventure",60,Alain Gagnol,"Jean-Loup Felicioli, Alain Gagnol","Edouard Baer, Jean-Pierre Marielle, Audrey Tautou",France,Diaphana Distribution,33691,3.4,4.0,274843.0,0.0,15.22,9.18,9.36,6.29,9.28,Autumn,2015
barbara,2012-05-02,Drame,60,Christian Petzold,Christian Petzold,"Nina Hoss, Ronald Zehrfeld, Rainer Bock",Allemagne,Pyramide Distribution,85620,3.8,3.6,568079.0,0.0,14.35,10.52,16.47,13.45,13.33,Spring,2012
nayola,2023-03-08,"Animation, Drame",60,José Miguel Ribeiro,"José Eduardo Agualusa, Virgílio Almeida","Ciomara Morais, Angelo Torres",Portugal,Urban Distribution,2845,3.9,3.9,2336.0,0.0,10.44,6.41,12.82,10.73,12.23,Spring,2023
the search,2014-11-26,"Drame, Guerre",120,Michel Hazanavicius,Michel Hazanavicius,"Bérénice Bejo, Annette Bening, Maxim Emelianov",France,Warner Bros. France,53211,2.9,3.8,544638.0,25000000.0,16.92,7.23,12.67,8.95,7.76,Autumn,2014
on a failli être amies,2014-06-25,Comédie,60,Anne Le Ny,Anne Le Ny,"Karin Viard, Emmanuelle Devos, Roschdy Zem",France,Mars Films,177279,3.5,3.2,390585.0,0.0,19.66,15.85,18.53,20.73,17.18,Summer,2014
step up: all in,2014-07-16,"Comédie musicale, Romance, Drame",60,Trish Sie,John Swetnam,"Ryan Guzman, Briana Evigan, Adam Sevani",U.S.A.,Universal Pictures International France,334282,3.0,3.4,269250.0,45000000.0,23.57,20.86,21.78,22.28,23.92,Summer,2014
renoir,2013-01-02,Drame,60,Gilles Bourdos,"Gilles Bourdos, Jérôme Tonnerre","Michel Bouquet, Christa Théret, Vincent Rottiers",France,Mars Films,180014,3.4,3.0,615456.0,0.0,5.3,7.43,7.07,4.77,6.24,Winter,2013
ma reum,2018-07-18,Comédie,60,Frédéric Quiring,Frédéric Quiring,"Audrey Lamy, Charlie Langendries, Max Boublil",France,UGC Distribution,247679,2.2,2.5,662003.0,0.0,24.33,22.63,24.4,22.59,23.05,Summer,2018
denial,2017-04-26,"Drame, Judiciaire, Biopic",60,Mick Jackson,David Hare,"Rachel Weisz, Tom Wilkinson, Timothy Spall",U.S.A.,SND,65739,3.1,3.3,802914.0,10000000.0,11.08,8.4,12.14,8.55,9.33,Spring,2017
io sono l'amore,2010-09-22,Drame,60,Luca Guadagnino,"Barbara Alberti, Ivan Cotroneo","Tilda Swinton, Alba Rohrwacher, Pippo Delbono",Italie,Ad Vitam,50603,3.4,3.1,350068.0,3600000.0,18.23,11.77,16.54,13.23,11.61,Autumn,2010
youth,2014-03-05,Drame,60,Tom Shoval,Tom Shoval,"David Cunio, Eitan Cunio, Moshe Ivgy",Israël,Ad Vitam,2910,3.2,2.6,19995.0,13360000.0,8.87,7.87,10.33,8.24,7.92,Spring,2014
carlos,2010-07-07,"Biopic, Drame",120,Olivier Assayas,"Olivier Assayas, Dan Franck","Édgar Ramírez, Alexander Scheer, Nora von Waldstätten",France,MK2 Diffusion,21794,4.3,3.5,266797.0,0.0,25.74,25.6,25.39,27.17,23.55,Summer,2010
meitantei conan: hiiro no dangan,2021-05-26,"Animation, Action, Policier, Thriller",60,Chika Nagaoka,Takeharu Sakurai,"Minami Hamabe, Megumi Hayashibara, Kenichi Ogata",Japon,Eurozoom,13102,3.3,2.5,67141.0,0.0,19.01,14.39,21.93,19.46,18.28,Spring,2021
taj mahal,2015-12-02,Drame,60,Nicolas Saada,Nicolas Saada,"Stacy Martin, Louis-Do de Lencquesaing, Gina McKee",France,Bac Films,20007,3.2,2.3,378241.0,0.0,16.46,9.58,9.02,7.07,7.63,Winter,2015
errante corazón,2023-04-05,"Drame, Romance",60,Leonardo Brzezicki,Leonardo Brzezicki,"Leonardo Sbaraglia, Miranda de la Serna, Eva Llorach",Argentine,Optimale Distribution,816,3.2,2.8,4030.0,0.0,11.62,9.04,12.94,11.34,10.78,Spring,2023
di renjie zhi sidatianwang,2018-08-08,"Action, Fantastique",120,Tsui Hark,Chia-Lu Chang,"Mark Chao, Feng Shaofeng, Gengxin Lin",Chine,The Jokers / Les Bookmakers,39376,3.7,3.4,377067.0,0.0,22.86,19.61,20.78,22.06,19.85,Summer,2018
3 coeurs,2014-09-17,"Drame, Romance",60,Benoit Jacquot,"Benoit Jacquot, Julien Boivent","Benoît Poelvoorde, Charlotte Gainsbourg, Chiara Mastroianni",France,Wild Bunch Distribution,160854,3.6,2.6,600236.0,0.0,22.39,19.45,18.82,18.41,17.26,Autumn,2014
les coquillettes,2013-03-20,Comédie,60,Sophie Letourneur,Sophie Letourneur,"Camille Genaud, Carole Le Page, Sophie Letourneur",France,Ad Vitam,6569,2.9,1.7,168266.0,0.0,7.89,2.06,10.86,8.74,5.79,Spring,2013
eynayim sheli,2020-07-08,Drame,60,Yaron Shani,Yaron Shani,"Eran Naim, Stav Almagor, Stav Patai",Israël,Art House,8256,3.8,3.9,220792.0,0.0,22.41,16.85,22.89,22.95,21.37,Summer,2020
man on a ledge,2012-02-15,"Thriller, Policier, Action",60,Asger Leth,Pablo F. Fenjves,"Sam Worthington, Elizabeth Banks, Jamie Bell",U.S.A.,StudioCanal,156939,2.3,3.3,955277.0,42000000.0,4.63,4.29,3.69,3.71,4.45,Winter,2012
le cochon de gaza,2011-09-21,Comédie,60,Sylvain Estibal,Sylvain Estibal,"Sasson Gabai, Baya Belal, Khalifa Natour",France,StudioCanal,62291,3.5,3.6,643404.0,0.0,22.31,16.53,20.04,19.56,17.43,Autumn,2011
the vatican tapes,2015-07-29,Epouvante-horreur,60,Mark Neveldine,"Christopher Borrelli, Chris Morgan","Olivia Taylor Dudley, Michael Peña, Dougray Scott",U.S.A.,Metropolitan FilmExport,75080,1.4,1.6,325807.0,13000000.0,22.6,19.16,21.53,20.28,21.05,Summer,2015
it must be heaven,2019-12-04,"Comédie, Drame",60,Elia Suleiman,Elia Suleiman,"Elia Suleiman, Gael García Bernal, Tarik Kopty",Qatar,Le Pacte,58769,4.0,3.3,328294.0,0.0,13.92,5.79,6.91,3.41,4.47,Winter,2019
l'été nucléaire,2022-05-11,"Drame, Thriller",60,Gaël Lépingle,"Gaël Lépingle, Pierre Chosson","Shaïn Boumedine, Théo Augier Bonaventure, Carmen Kassovitz",France,Le Pacte,937,2.7,2.1,11303.0,0.0,19.76,18.41,21.05,21.76,18.59,Spring,2022
