title,release_date,genre,duration,director,producers,cast,age_limit,nationality,distributor,box_office_title,box_office_first_week,press_eval,viewers_eval,views
Maigret,23 février 2022,Policier,1h 28min,Patrice Leconte,"Jérôme Tonnerre, Patrice Leconte","Gérard Depardieu, Jade Labeste, Mélanie Bernier",,France,SND,Box Office France,260011,"3,7","2,8",168493
Shrek 2,23 juin 2004,"Animation, Comédie, Famille, Aventure",1h 30min,Andrew Adamson,"Kelly Asbury, Conrad Vernon, J. David Stem, Joe Stillman","Alain Chabat, Mike Myers, Med Hondo",,U.S.A.,United International Pictures (UIP),Box Office France,2238286,"4,1","3,9",204165
#Jesuislà,5 février 2020,"Comédie, Romance",1h 38min,Eric Lartigau,"Eric Lartigau, Thomas Bidegain","Alain Chabat, Doona Bae, Blanche Gardin",,France,Gaumont Distribution,Box Office France,112363,"3,0","2,4",416535
From Hell,30 janvier 2002,"Epouvante-horreur, Thriller",2h 03min,Albert Hughes,"Allen Hughes, Terry Hayes, Rafael Yglesias","Johnny Depp, Heather Graham, Ian Holm",Interdit aux moins de 12 ans,U.S.A.,UFD,Box Office France,281170,"3,4","3,5",43834
The Duchess,12 novembre 2008,"Drame, Biopic, Historique",1h 50min,Saul Dibb,"Jeffrey Hatcher, Anders Thomas Jensen","Keira Knightley, Ralph Fiennes, Charlotte Rampling",,Grande-Bretagne,Pathé,Box Office France,99747,"3,4","3,6",314320
Marrowbone,7 mars 2018,"Thriller, Epouvante-horreur",1h 51min,Sergio G. Sánchez,Sergio G. Sánchez,"Anya Taylor-Joy, George MacKay, Mia Goth",Interdit aux moins de 12 ans,Espagne,Metropolitan FilmExport,Box Office France,71917,"2,7","3,8",449731
Fogo-Fatuo,14 septembre 2022,"Comédie musicale, Comédie, Science fiction",1h 07min,João Pedro Rodrigues,"João Pedro Rodrigues, João Rui Guerra da Mata","Mauro Costa, André Cabral, Margarida Vila-Nova",,Portugal,JHR Films,Box Office France,8026,"4,0","3,0",82876
Ponniyin Selvan - Part Two,28 avril 2023,"Action, Aventure, Drame, Historique",2h 30min,Mani Ratnam,"Mani Ratnam, Elango Kumaravel"," Vikram,  Karthi, Jayam Ravi",,Inde,Night ed films,Box Office US,3813000,"3,1",--,1843
Widows,28 novembre 2018,"Thriller, Drame",2h 09min,Steve McQueen (II),"Gillian Flynn, Steve McQueen (II)","Viola Davis, Michelle Rodriguez, Elizabeth Debicki","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Grande-Bretagne,Twentieth Century Fox France,Box Office France,210256,"3,7","3,4",732961
Mr. Peabody & Sherman,12 février 2014,"Animation, Aventure, Famille",1h 32min,Rob Minkoff,"Craig Wright, Rob Minkoff","Guillaume Gallienne, Ty Burrell, Jules Timmerman",à partir de 6 ans (children's film),U.S.A.,Twentieth Century Fox France,Box Office France,285232,"3,5","3,7",829094
La prophétie des grenouilles,3 décembre 2003,Animation,1h 30min,Jacques-Rémy Girerd,"Jacques-Rémy Girerd, Antoine Lanciaux","Michel Piccoli, Anouk Grinberg, Annie Girardot",à partir de 6 ans (children's film),France,Bac Films,Box Office France,96519,"4,3","3,4",66206
Un Français,10 juin 2015,Drame,1h 38min,Diastème, Diastème,"Alban Lenoir, Samuel Jouy, Paul Hamy",Interdit aux moins de 12 ans,France,Mars Films,Box Office France,31574,"2,9","2,9",313270
Passion Simple,11 août 2021,"Drame, Romance",1h 39min,Danielle Arbid,Danielle Arbid,"Laetitia Dosch, Sergei Polunin, Lou-Teymour Thion","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Pyramide Distribution,Box Office France,17414,"3,6","2,5",218256
All Inclusive,13 février 2019,Comédie,1h 32min,Fabien Onteniente,"Fabien Onteniente, Guy Laurent","Franck Dubosc, François-Xavier Demaison, Josiane Balasko",,France,Warner Bros. France,Box Office France,407344,"1,5","1,1",911816
Ice Age: Collision Course,13 juillet 2016,"Animation, Famille",1h 34min,Mike Thurmeier,"Galen T. Chu, Michael J. Wilson, Michael Berg","Gérard Lanvin, Ray Romano, Elie Semoun",à partir de 6 ans (children's film),U.S.A.,Twentieth Century Fox France,Box Office France,1232859,"3,0","2,7",495712
Last Christmas,27 novembre 2019,"Comédie, Romance",1h 43min,Paul Feig,"Emma Thompson, Bryony Kimmings","Emilia Clarke, Henry Golding, Michelle Yeoh",,Grande-Bretagne,Universal Pictures International France,Box Office France,133658,"2,5","3,3",340640
Gangster Squad,6 février 2013,"Action, Drame, Policier, Romance",1h 53min,Ruben Fleischer,Will Beall,"Josh Brolin, Ryan Gosling, Sean Penn",Interdit aux moins de 12 ans,U.S.A.,Warner Bros. France,Box Office France,305704,"2,4","3,6",1000280
Ta farda,16 novembre 2022,Drame,1h 26min,Ali Asgari,"Ali Asgari, Alireza Khatami","Sadaf Asgari, Ghazal Shojaei, Babak Karimi",,Iran,Bodega Films,Box Office France,6580,"3,4","3,5",5595
The Matrix Revolutions,5 novembre 2003,"Science fiction, Action",2h 08min,Lilly Wachowski,"Lana Wachowski, Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss",,U.S.A.,Warner Bros. France,Box Office France,2121172,"2,9","3,5",83129
Sammy's avonturen: De geheime doorgang,11 août 2010,"Animation, Aventure",1h 25min,Ben Stassen,Domonic Paris,"Dany Boon, William Brent (II), Elie Semoun",à partir de 6 ans (children's film),Belgique,StudioCanal,Box Office France,453251,"2,9","3,3",1221150
Only Lovers Left Alive,19 février 2014,"Romance, Drame",2h 03min,Jim Jarmusch,Jim Jarmusch,"Tom Hiddleston, Tilda Swinton, Mia Wasikowska",,Allemagne,Le Pacte,Box Office France,102358,"3,9","3,8",708922
